layer,component,item,kind,n_items,ir_vocab,evidence,source_ref,implement_status,notes
L4-rtlib,libair_rt_watchos.rtlib,__air_impl_nextafter_v3f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__air_impl_nextafter_v3f16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchos.rtlib,__air_impl_nextafter_v3f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__air_impl_nextafter_v3f32,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchos.rtlib,__air_impl_nextafter_v3f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__air_impl_nextafter_v3f64,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchos.rtlib,__air_impl_nextafter_v4bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__air_impl_nextafter_v4bf16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchos.rtlib,__air_impl_nextafter_v4f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__air_impl_nextafter_v4f16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchos.rtlib,__air_impl_nextafter_v4f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__air_impl_nextafter_v4f32,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchos.rtlib,__air_impl_nextafter_v4f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__air_impl_nextafter_v4f64,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchos.rtlib,__air_impl_nextafter_v8bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__air_impl_nextafter_v8bf16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchos.rtlib,__air_impl_nextafter_v8f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__air_impl_nextafter_v8f16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchos.rtlib,__air_impl_nextafter_v8f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__air_impl_nextafter_v8f32,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchos.rtlib,__air_impl_nextafter_v8f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__air_impl_nextafter_v8f64,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.1,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.1,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.11,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.11,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.12,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.12,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.13,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.13,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.14,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.14,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.17,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.17,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.18,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.18,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.19,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.19,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.2,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.2,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.3,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.3,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.4,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.4,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.6,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.6,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.7,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.7,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.8,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.8,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchos.rtlib,__loweringlib.internal.9,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchos.rtlib::__loweringlib.internal.9,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_convert_f_f64_f_f32,module,1,air.clz,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_convert_f_f64_f_f32,inventory,air=1 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_bf16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_f16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_f32,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_f64,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v16bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v16bf16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v16f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v16f16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v16f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v16f32,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v16f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v16f64,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v2bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v2bf16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v2f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v2f16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v2f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v2f32,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v2f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v2f64,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v3bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v3bf16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v3f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v3f16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v3f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v3f32,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v3f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v3f64,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v4bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v4bf16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v4f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v4f16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v4f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v4f32,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v4f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v4f64,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v8bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v8bf16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v8f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v8f16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v8f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v8f32,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__air_impl_nextafter_v8f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__air_impl_nextafter_v8f64,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.1,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.1,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.11,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.11,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.12,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.12,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.13,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.13,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.14,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.14,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.17,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.17,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.18,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.18,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.19,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.19,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.2,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.2,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.3,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.3,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.4,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.4,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.6,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.6,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.7,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.7,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.8,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.8,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_watchossim.rtlib,__loweringlib.internal.9,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_watchossim.rtlib::__loweringlib.internal.9,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_convert_f_f64_f_f32,module,1,air.clz,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_convert_f_f64_f_f32,inventory,air=1 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_bf16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_f16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_f32,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_f64,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v16bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v16bf16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v16f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v16f16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v16f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v16f32,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v16f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v16f64,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v2bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v2bf16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v2f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v2f16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v2f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v2f32,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v2f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v2f64,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v3bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v3bf16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v3f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v3f16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v3f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v3f32,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v3f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v3f64,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v4bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v4bf16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v4f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v4f16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v4f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v4f32,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v4f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v4f64,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v8bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v8bf16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v8f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v8f16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v8f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v8f32,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__air_impl_nextafter_v8f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__air_impl_nextafter_v8f64,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.1,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.1,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.11,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.11,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.12,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.12,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.13,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.13,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.14,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.14,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.17,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.17,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.18,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.18,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.19,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.19,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.2,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.2,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.3,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.3,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.4,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.4,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.6,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.6,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.7,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.7,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.8,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.8,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xros.rtlib,__loweringlib.internal.9,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xros.rtlib::__loweringlib.internal.9,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_convert_f_f64_f_f32,module,1,air.clz,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_convert_f_f64_f_f32,inventory,air=1 llvm=0 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_bf16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_f16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_f32,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_f64,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v16bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v16bf16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v16f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v16f16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v16f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v16f32,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v16f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v16f64,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v2bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v2bf16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v2f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v2f16,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v2f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v2f32,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v2f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v2f64,inventory,air=0 llvm=2 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v3bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v3bf16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v3f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v3f16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v3f32,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v3f32,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v3f64,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v3f64,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v4bf16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v4bf16,inventory,air=0 llvm=0 int=0
L4-rtlib,libair_rt_xrossim.rtlib,__air_impl_nextafter_v4f16,module,1,,apple_rtlib_ir,lib/darwin/libair_rt_xrossim.rtlib::__air_impl_nextafter_v4f16,inventory,air=0 llvm=0 int=0
